0,0,0,1.57
1,0.00031851,0.4,1.5708
2,0.000318492,0.8,1.57083
3,0.000305219,1.2,1.57083
4,0.000291373,1.6,1.57083
5,0.000277479,2,1.57083
6,0.000263586,2.4,1.57083
7,0.000249693,2.8,1.57083
8,0.000235799,3.2,1.57083
9,0.000221906,3.6,1.57083
10,0.000208012,4,1.57083
11,0.000194166,4.4,1.57083
12,0.000180321,4.8,1.57083
13,0.000166475,5.2,1.57083
14,0.000152582,5.6,1.57083
15,0.000138688,6,1.57083
16,0.000124795,6.4,1.57083
17,0.000110949,6.8,1.57083
18,9.71031e-05,7.2,1.57083
19,8.32573e-05,7.6,1.57083
20,6.93639e-05,8,1.57083
21,5.54705e-05,8.4,1.57083
22,4.1577e-05,8.8,1.57083
23,3.11927e-05,9.1,1.57083
24,2.34045e-05,9.325,1.57083
25,1.75633e-05,9.49375,1.57083
26,9.88543e-06,9.71523,1.57083
27,-4.0557e-06,10.1152,0.0284688
28,0.399834,10.1266,-0.0115229
29,0.799807,10.122,-0.0131886
30,1.19977,10.1167,-0.013261
31,1.59974,10.1114,-0.0132643
32,1.9997,10.1061,-0.0132644
33,2.39967,10.1008,-0.0132645
34,2.79963,10.0955,-0.0132645
35,3.1996,10.0902,-0.0132646
36,3.59956,10.0849,-0.0132646
37,3.99953,10.0796,-0.0132647
38,4.39949,10.0743,-0.0132647
39,4.79946,10.069,-0.0132648
40,5.19942,10.0637,-0.0132649
41,5.59939,10.0584,-0.0132648
42,5.99935,10.0531,-0.0132647
43,6.39932,10.0478,-0.0132646
44,6.79928,10.0425,-0.0132647
45,7.19924,10.0372,-0.0132648
46,7.59921,10.0318,-0.013265
47,7.99917,10.0265,-0.0132648
48,8.39914,10.0212,-0.0132646
49,8.7991,10.0159,-0.0132643
50,9.09933,10.0119,-0.0132645
51,9.3245,10.009,-0.0132645
52,9.49337,10.0067,-0.0132645
53,9.71502,10.0038,-0.0132645
54,10.115,9.99848,-1.54232
55,10.1264,9.59864,-1.5823
56,10.1218,9.19866,-1.58396
57,10.1165,8.7987,-1.58403
58,10.1112,8.39873,-1.58404
59,10.1059,7.99877,-1.58404
60,10.1006,7.5988,-1.58404
61,10.0953,7.19884,-1.58404
62,10.09,6.79887,-1.58404
63,10.0847,6.39891,-1.58404
64,10.0794,5.99894,-1.58404
65,10.0741,5.59898,-1.58404
66,10.0688,5.19901,-1.58404
67,10.0635,4.79905,-1.58404
68,10.0583,4.39909,-1.58404
69,10.053,3.99912,-1.58404
70,10.0477,3.59916,-1.58404
71,10.0424,3.19919,-1.58404
72,10.0371,2.79923,-1.58404
73,10.0318,2.39926,-1.58404
74,10.0265,1.9993,-1.58404
75,10.0212,1.59933,-1.58404
76,10.0159,1.1995,-1.58404
77,10.0119,0.899624,-1.58404
78,10.0089,0.674718,-1.58404
79,10.0067,0.506038,-1.58404
80,10.0038,0.284647,-1.58404
81,9.99847,-0.115318,-2.3289
82,9.72345,-0.405775,-2.36771
83,9.43737,-0.685342,-2.37006
84,9.15064,-0.964235,-2.37021
85,8.86386,-1.24308,-2.37023
86,8.57707,-1.52193,-2.37023
87,8.29029,-1.80078,-2.37023
88,8.00351,-2.07962,-2.37023
89,7.71672,-2.35847,-2.37023
90,7.42994,-2.63732,-2.37023
91,7.14315,-2.91616,-2.37023
92,6.85637,-3.19501,-2.37023
93,6.56959,-3.47385,-2.37023
94,6.2828,-3.7527,-2.37023
95,5.99602,-4.03155,-2.37023
96,5.74701,-4.27366,-2.37023
97,5.56026,-4.45525,-2.37023
98,5.4202,-4.59143,-2.37023
99,5.23636,-4.77018,-2.37023
100,4.94958,-5.04903,-3.88044
101,4.65388,-4.77965,-3.93694
102,4.37386,-4.49401,-3.94032
103,4.09481,-4.20742,-3.94054
104,3.81583,-3.92078,-3.94055
105,3.53685,-3.63412,-3.94055
106,3.25787,-3.34747,-3.94056
107,2.97889,-3.06082,-3.94055
108,2.69991,-2.77416,-3.94056
109,2.42093,-2.48751,-3.94055
110,2.14195,-2.20086,-3.94056
111,1.86297,-1.9142,-3.94055
112,1.58399,-1.62755,-3.94056
113,1.30501,-1.3409,-3.94055
114,1.02603,-1.05425,-3.94056
115,0.76952,-0.790684,-3.94055
116,0.57714,-0.593013,-3.94056
117,0.432855,-0.44476,-3.94055
